Orthogroup	Duplications (all)	Duplications (50% support)
OG0017001	0	0
OG0017002	0	0
OG0017003	0	0
OG0017004	0	0
OG0017005	0	0
OG0017006	0	0
OG0017007	0	0
OG0017008	0	0
OG0017009	0	0
OG0017010	0	0
OG0017011	0	0
OG0017012	1	1
OG0017013	0	0
OG0017014	0	0
OG0017015	0	0
OG0017016	0	0
OG0017017	0	0
OG0017018	0	0
OG0017019	0	0
OG0017020	0	0
OG0017021	0	0
OG0017022	0	0
OG0017023	0	0
OG0017024	0	0
OG0017025	0	0
OG0017026	0	0
OG0017027	1	1
OG0017028	0	0
OG0017029	0	0
OG0017030	0	0
OG0017031	0	0
OG0017032	0	0
OG0017033	0	0
OG0017034	0	0
OG0017035	0	0
OG0017036	0	0
OG0017037	0	0
OG0017038	0	0
OG0017039	0	0
OG0017040	0	0
OG0017041	0	0
OG0017042	0	0
OG0017043	0	0
OG0017044	0	0
OG0017045	0	0
OG0017046	0	0
OG0017047	0	0
OG0017048	0	0
OG0017049	0	0
OG0017050	0	0
OG0017051	0	0
OG0017052	0	0
OG0017053	0	0
OG0017054	0	0
OG0017055	0	0
OG0017056	0	0
OG0017057	0	0
OG0017058	0	0
OG0017059	0	0
OG0017060	0	0
OG0017061	0	0
OG0017062	0	0
OG0017063	0	0
OG0017064	0	0
OG0017065	0	0
OG0017066	0	0
OG0017067	0	0
OG0017068	0	0
OG0017069	0	0
OG0017070	0	0
OG0017071	0	0
OG0017072	0	0
OG0017073	0	0
OG0017074	0	0
OG0017075	0	0
OG0017076	0	0
OG0017077	0	0
OG0017078	0	0
OG0017079	0	0
OG0017080	0	0
OG0017081	0	0
OG0017082	0	0
OG0017083	1	1
OG0017084	0	0
OG0017085	0	0
OG0017086	0	0
OG0017087	0	0
OG0017088	0	0
OG0017089	0	0
OG0017090	0	0
OG0017091	0	0
OG0017092	0	0
OG0017093	0	0
OG0017094	0	0
OG0017095	0	0
OG0017096	0	0
OG0017097	0	0
OG0017098	0	0
OG0017099	0	0
OG0017100	0	0
OG0017101	0	0
OG0017102	0	0
OG0017103	1	1
OG0017104	0	0
OG0017105	0	0
OG0017106	0	0
OG0017107	0	0
OG0017108	0	0
OG0017109	0	0
OG0017110	0	0
OG0017111	0	0
OG0017112	0	0
OG0017113	0	0
OG0017114	1	1
OG0017115	0	0
OG0017116	0	0
OG0017117	0	0
OG0017118	0	0
OG0017119	0	0
OG0017120	0	0
OG0017121	0	0
OG0017122	0	0
OG0017123	0	0
OG0017124	0	0
OG0017125	0	0
OG0017126	0	0
OG0017127	0	0
OG0017128	0	0
OG0017129	0	0
OG0017130	0	0
OG0017131	0	0
OG0017132	0	0
OG0017133	0	0
OG0017134	0	0
OG0017135	0	0
OG0017136	0	0
OG0017137	0	0
OG0017138	0	0
OG0017139	2	2
OG0017140	0	0
OG0017141	0	0
OG0017142	0	0
OG0017143	0	0
OG0017144	0	0
OG0017145	0	0
OG0017146	0	0
OG0017147	0	0
OG0017148	0	0
OG0017149	0	0
OG0017150	0	0
OG0017151	0	0
OG0017152	0	0
OG0017153	0	0
OG0017154	0	0
OG0017155	0	0
OG0017156	0	0
OG0017157	0	0
OG0017158	0	0
OG0017159	0	0
OG0017160	1	1
OG0017161	0	0
OG0017162	0	0
OG0017163	0	0
OG0017164	0	0
OG0017165	0	0
OG0017166	0	0
OG0017167	0	0
OG0017168	0	0
OG0017169	0	0
OG0017170	0	0
OG0017171	0	0
OG0017172	0	0
OG0017173	0	0
OG0017174	0	0
OG0017175	0	0
OG0017176	0	0
OG0017177	0	0
OG0017178	0	0
OG0017179	0	0
OG0017180	0	0
OG0017181	0	0
OG0017182	0	0
OG0017183	0	0
OG0017184	0	0
OG0017185	0	0
OG0017186	0	0
OG0017187	0	0
OG0017188	0	0
OG0017189	0	0
OG0017190	0	0
OG0017191	0	0
OG0017192	0	0
OG0017193	0	0
OG0017194	0	0
OG0017195	0	0
OG0017196	0	0
OG0017197	0	0
OG0017198	0	0
OG0017199	0	0
OG0017200	0	0
OG0017201	0	0
OG0017202	0	0
OG0017203	0	0
OG0017204	0	0
OG0017205	0	0
OG0017206	0	0
OG0017207	0	0
OG0017208	0	0
OG0017209	0	0
OG0017210	0	0
OG0017211	0	0
OG0017212	0	0
OG0017213	0	0
OG0017214	0	0
OG0017215	0	0
OG0017216	0	0
OG0017217	0	0
OG0017218	0	0
OG0017219	0	0
OG0017220	0	0
OG0017221	0	0
OG0017222	0	0
OG0017223	0	0
OG0017224	0	0
OG0017225	1	1
OG0017226	0	0
OG0017227	0	0
OG0017228	0	0
OG0017229	0	0
OG0017230	0	0
OG0017231	0	0
OG0017232	0	0
OG0017233	0	0
OG0017234	0	0
OG0017235	0	0
OG0017236	0	0
OG0017237	0	0
OG0017238	0	0
OG0017239	0	0
OG0017240	0	0
OG0017241	0	0
OG0017242	1	1
OG0017243	0	0
OG0017244	0	0
OG0017245	0	0
OG0017246	0	0
OG0017247	0	0
OG0017248	0	0
OG0017249	0	0
OG0017250	0	0
OG0017251	0	0
OG0017252	0	0
OG0017253	0	0
OG0017254	0	0
OG0017255	0	0
OG0017256	0	0
OG0017257	0	0
OG0017258	0	0
OG0017259	0	0
OG0017260	0	0
OG0017261	0	0
OG0017262	0	0
OG0017263	0	0
OG0017264	0	0
OG0017265	0	0
OG0017266	0	0
OG0017267	0	0
OG0017268	0	0
OG0017269	0	0
OG0017270	0	0
OG0017271	0	0
OG0017272	0	0
OG0017273	0	0
OG0017274	0	0
OG0017275	0	0
OG0017276	0	0
OG0017277	0	0
OG0017278	0	0
OG0017279	0	0
OG0017280	0	0
OG0017281	0	0
OG0017282	0	0
OG0017283	0	0
OG0017284	0	0
OG0017285	0	0
OG0017286	0	0
OG0017287	0	0
OG0017288	0	0
OG0017289	0	0
OG0017290	0	0
OG0017291	0	0
OG0017292	0	0
OG0017293	0	0
OG0017294	0	0
OG0017295	0	0
OG0017296	0	0
OG0017297	0	0
OG0017298	0	0
OG0017299	0	0
OG0017300	0	0
OG0017301	0	0
OG0017302	0	0
OG0017303	0	0
OG0017304	0	0
OG0017305	0	0
OG0017306	0	0
OG0017307	0	0
OG0017308	0	0
OG0017309	0	0
OG0017310	0	0
OG0017311	0	0
OG0017312	0	0
OG0017313	0	0
OG0017314	0	0
OG0017315	0	0
OG0017316	0	0
OG0017317	0	0
OG0017318	0	0
OG0017319	0	0
OG0017320	0	0
OG0017321	0	0
OG0017322	0	0
OG0017323	0	0
OG0017324	0	0
OG0017325	0	0
OG0017326	0	0
OG0017327	0	0
OG0017328	0	0
OG0017329	0	0
OG0017330	0	0
OG0017331	0	0
OG0017332	0	0
OG0017333	0	0
OG0017334	0	0
OG0017335	0	0
OG0017336	0	0
OG0017337	0	0
OG0017338	0	0
OG0017339	0	0
OG0017340	0	0
OG0017341	0	0
OG0017342	0	0
OG0017343	0	0
OG0017344	0	0
OG0017345	0	0
OG0017346	0	0
OG0017347	0	0
OG0017348	0	0
OG0017349	0	0
OG0017350	0	0
OG0017351	0	0
OG0017352	0	0
OG0017353	0	0
OG0017354	0	0
OG0017355	0	0
OG0017356	0	0
OG0017357	0	0
OG0017358	0	0
OG0017359	0	0
OG0017360	0	0
OG0017361	0	0
OG0017362	0	0
OG0017363	0	0
OG0017364	0	0
OG0017365	0	0
OG0017366	0	0
OG0017367	0	0
OG0017368	0	0
OG0017369	0	0
OG0017370	0	0
OG0017371	0	0
OG0017372	0	0
OG0017373	0	0
OG0017374	0	0
OG0017375	0	0
OG0017376	0	0
OG0017377	0	0
OG0017378	0	0
OG0017379	0	0
OG0017380	0	0
OG0017381	0	0
OG0017382	0	0
OG0017383	0	0
OG0017384	0	0
OG0017385	0	0
OG0017386	0	0
OG0017387	0	0
OG0017388	0	0
OG0017389	0	0
OG0017390	1	1
OG0017391	0	0
OG0017392	0	0
OG0017393	0	0
OG0017394	0	0
OG0017395	0	0
OG0017396	0	0
OG0017397	0	0
OG0017398	0	0
OG0017399	0	0
OG0017400	0	0
OG0017401	0	0
OG0017402	0	0
OG0017403	0	0
OG0017404	0	0
OG0017405	0	0
OG0017406	0	0
OG0017407	0	0
OG0017408	0	0
OG0017409	0	0
OG0017410	0	0
OG0017411	0	0
OG0017412	0	0
OG0017413	0	0
OG0017414	0	0
OG0017415	0	0
OG0017416	0	0
OG0017417	0	0
OG0017418	0	0
OG0017419	0	0
OG0017420	0	0
OG0017421	0	0
OG0017422	0	0
OG0017423	0	0
OG0017424	0	0
OG0017425	0	0
OG0017426	0	0
OG0017427	0	0
OG0017428	0	0
OG0017429	0	0
OG0017430	0	0
OG0017431	0	0
OG0017432	0	0
OG0017433	0	0
OG0017434	0	0
OG0017435	0	0
OG0017436	0	0
OG0017437	0	0
OG0017438	0	0
OG0017439	0	0
OG0017440	0	0
OG0017441	0	0
OG0017442	0	0
OG0017443	0	0
OG0017444	0	0
OG0017445	0	0
OG0017446	0	0
OG0017447	0	0
OG0017448	0	0
OG0017449	0	0
OG0017450	0	0
OG0017451	0	0
OG0017452	0	0
OG0017453	0	0
OG0017454	0	0
OG0017455	0	0
OG0017456	0	0
OG0017457	0	0
OG0017458	0	0
OG0017459	0	0
OG0017460	0	0
OG0017461	0	0
OG0017462	0	0
OG0017463	0	0
OG0017464	0	0
OG0017465	0	0
OG0017466	0	0
OG0017467	0	0
OG0017468	0	0
OG0017469	0	0
OG0017470	0	0
OG0017471	0	0
OG0017472	0	0
OG0017473	0	0
OG0017474	0	0
OG0017475	0	0
OG0017476	0	0
OG0017477	0	0
OG0017478	0	0
OG0017479	0	0
OG0017480	0	0
OG0017481	0	0
OG0017482	0	0
OG0017483	0	0
OG0017484	0	0
OG0017485	0	0
OG0017486	0	0
OG0017487	0	0
OG0017488	0	0
OG0017489	0	0
OG0017490	0	0
OG0017491	0	0
OG0017492	0	0
OG0017493	0	0
OG0017494	0	0
OG0017495	0	0
OG0017496	0	0
OG0017497	0	0
OG0017498	0	0
OG0017499	0	0
OG0017500	0	0
OG0017501	0	0
OG0017502	0	0
OG0017503	0	0
OG0017504	0	0
OG0017505	0	0
OG0017506	0	0
OG0017507	0	0
OG0017508	0	0
OG0017509	0	0
OG0017510	0	0
OG0017511	0	0
OG0017512	0	0
OG0017513	0	0
OG0017514	0	0
OG0017515	0	0
OG0017516	0	0
OG0017517	0	0
OG0017518	0	0
OG0017519	0	0
OG0017520	0	0
OG0017521	0	0
OG0017522	0	0
OG0017523	0	0
OG0017524	0	0
OG0017525	0	0
OG0017526	0	0
OG0017527	0	0
OG0017528	0	0
OG0017529	0	0
OG0017530	0	0
OG0017531	0	0
OG0017532	0	0
OG0017533	0	0
OG0017534	0	0
OG0017535	0	0
OG0017536	0	0
OG0017537	0	0
OG0017538	0	0
OG0017539	0	0
OG0017540	0	0
OG0017541	0	0
OG0017542	0	0
OG0017543	0	0
OG0017544	1	1
OG0017545	0	0
OG0017546	0	0
OG0017547	0	0
OG0017548	0	0
OG0017549	0	0
OG0017550	0	0
OG0017551	0	0
OG0017552	0	0
OG0017553	0	0
OG0017554	0	0
OG0017555	0	0
OG0017556	0	0
OG0017557	0	0
OG0017558	0	0
OG0017559	0	0
OG0017560	0	0
OG0017561	0	0
OG0017562	0	0
OG0017563	0	0
OG0017564	0	0
OG0017565	0	0
OG0017566	0	0
OG0017567	0	0
OG0017568	0	0
OG0017569	0	0
OG0017570	0	0
OG0017571	0	0
OG0017572	0	0
OG0017573	0	0
OG0017574	0	0
OG0017575	0	0
OG0017576	0	0
OG0017577	0	0
OG0017578	0	0
OG0017579	0	0
OG0017580	0	0
OG0017581	0	0
OG0017582	0	0
OG0017583	0	0
OG0017584	0	0
OG0017585	0	0
OG0017586	0	0
OG0017587	0	0
OG0017588	0	0
OG0017589	0	0
OG0017590	0	0
OG0017591	1	1
OG0017592	0	0
OG0017593	0	0
OG0017594	0	0
OG0017595	0	0
OG0017596	0	0
OG0017597	0	0
OG0017598	0	0
OG0017599	0	0
OG0017600	0	0
OG0017601	0	0
OG0017602	0	0
OG0017603	0	0
OG0017604	0	0
OG0017605	0	0
OG0017606	0	0
OG0017607	0	0
OG0017608	0	0
OG0017609	0	0
OG0017610	0	0
OG0017611	0	0
OG0017612	0	0
OG0017613	0	0
OG0017614	0	0
OG0017615	0	0
OG0017616	0	0
OG0017617	0	0
OG0017618	0	0
OG0017619	0	0
OG0017620	0	0
OG0017621	0	0
OG0017622	0	0
OG0017623	0	0
OG0017624	0	0
OG0017625	0	0
OG0017626	0	0
OG0017627	0	0
OG0017628	0	0
OG0017629	0	0
OG0017630	0	0
OG0017631	0	0
OG0017632	0	0
OG0017633	0	0
OG0017634	0	0
OG0017635	0	0
OG0017636	0	0
OG0017637	0	0
OG0017638	0	0
OG0017639	0	0
OG0017640	0	0
OG0017641	0	0
OG0017642	0	0
OG0017643	0	0
OG0017644	0	0
OG0017645	0	0
OG0017646	0	0
OG0017647	0	0
OG0017648	0	0
OG0017649	0	0
OG0017650	0	0
OG0017651	0	0
OG0017652	0	0
OG0017653	0	0
OG0017654	0	0
OG0017655	0	0
OG0017656	0	0
OG0017657	0	0
OG0017658	0	0
OG0017659	0	0
OG0017660	0	0
OG0017661	0	0
OG0017662	0	0
OG0017663	0	0
OG0017664	0	0
OG0017665	0	0
OG0017666	0	0
OG0017667	0	0
OG0017668	0	0
OG0017669	0	0
OG0017670	1	1
OG0017671	0	0
OG0017672	0	0
OG0017673	0	0
OG0017674	0	0
OG0017675	0	0
OG0017676	0	0
OG0017677	0	0
OG0017678	0	0
OG0017679	0	0
OG0017680	0	0
OG0017681	0	0
OG0017682	0	0
OG0017683	0	0
OG0017684	0	0
OG0017685	0	0
OG0017686	0	0
OG0017687	0	0
OG0017688	0	0
OG0017689	0	0
OG0017690	0	0
OG0017691	0	0
OG0017692	0	0
OG0017693	0	0
OG0017694	0	0
OG0017695	0	0
OG0017696	0	0
OG0017697	0	0
OG0017698	0	0
OG0017699	0	0
OG0017700	0	0
OG0017701	0	0
OG0017702	0	0
OG0017703	1	1
OG0017704	0	0
OG0017705	0	0
OG0017706	0	0
OG0017707	0	0
OG0017708	0	0
OG0017709	0	0
OG0017710	0	0
OG0017711	0	0
OG0017712	1	1
OG0017713	0	0
OG0017714	0	0
OG0017715	0	0
OG0017716	0	0
OG0017717	0	0
OG0017718	0	0
OG0017719	0	0
OG0017720	0	0
OG0017721	0	0
OG0017722	0	0
OG0017723	0	0
OG0017724	0	0
OG0017725	0	0
OG0017726	0	0
OG0017727	0	0
OG0017728	0	0
OG0017729	0	0
OG0017730	0	0
OG0017731	0	0
OG0017732	0	0
OG0017733	0	0
OG0017734	0	0
OG0017735	0	0
OG0017736	0	0
OG0017737	0	0
OG0017738	0	0
OG0017739	0	0
OG0017740	0	0
OG0017741	0	0
OG0017742	0	0
OG0017743	0	0
OG0017744	0	0
OG0017745	0	0
OG0017746	0	0
OG0017747	0	0
OG0017748	0	0
OG0017749	0	0
OG0017750	0	0
OG0017751	0	0
OG0017752	0	0
OG0017753	0	0
OG0017754	0	0
OG0017755	0	0
OG0017756	0	0
OG0017757	0	0
OG0017758	0	0
OG0017759	0	0
OG0017760	0	0
OG0017761	0	0
OG0017762	0	0
OG0017763	0	0
OG0017764	0	0
OG0017765	0	0
OG0017766	0	0
OG0017767	0	0
OG0017768	0	0
OG0017769	0	0
OG0017770	0	0
OG0017771	0	0
OG0017772	0	0
OG0017773	0	0
OG0017774	0	0
OG0017775	0	0
OG0017776	0	0
OG0017777	0	0
OG0017778	0	0
OG0017779	0	0
OG0017780	0	0
OG0017781	0	0
OG0017782	0	0
OG0017783	0	0
OG0017784	0	0
OG0017785	0	0
OG0017786	0	0
OG0017787	0	0
OG0017788	0	0
OG0017789	0	0
OG0017790	0	0
OG0017791	0	0
OG0017792	0	0
OG0017793	0	0
OG0017794	0	0
OG0017795	0	0
OG0017796	0	0
OG0017797	0	0
OG0017798	0	0
OG0017799	0	0
OG0017800	0	0
OG0017801	0	0
OG0017802	0	0
OG0017803	0	0
OG0017804	0	0
OG0017805	0	0
OG0017806	0	0
OG0017807	0	0
OG0017808	0	0
OG0017809	0	0
OG0017810	0	0
OG0017811	0	0
OG0017812	0	0
OG0017813	0	0
OG0017814	0	0
OG0017815	0	0
OG0017816	0	0
OG0017817	0	0
OG0017818	0	0
OG0017819	0	0
OG0017820	0	0
OG0017821	0	0
OG0017822	0	0
OG0017823	0	0
OG0017824	0	0
OG0017825	0	0
OG0017826	0	0
OG0017827	0	0
OG0017828	0	0
OG0017829	0	0
OG0017830	0	0
OG0017831	0	0
OG0017832	0	0
OG0017833	0	0
OG0017834	0	0
OG0017835	0	0
OG0017836	0	0
OG0017837	0	0
OG0017838	0	0
OG0017839	0	0
OG0017840	0	0
OG0017841	0	0
OG0017842	0	0
OG0017843	0	0
OG0017844	0	0
OG0017845	0	0
OG0017846	0	0
OG0017847	1	1
OG0017848	0	0
OG0017849	0	0
OG0017850	0	0
OG0017851	0	0
OG0017852	0	0
OG0017853	0	0
OG0017854	0	0
OG0017855	0	0
OG0017856	0	0
OG0017857	0	0
OG0017858	0	0
OG0017859	0	0
OG0017860	0	0
OG0017861	0	0
OG0017862	0	0
OG0017863	0	0
OG0017864	0	0
OG0017865	0	0
OG0017866	1	1
OG0017867	0	0
OG0017868	0	0
OG0017869	0	0
OG0017870	0	0
OG0017871	0	0
OG0017872	0	0
OG0017873	0	0
OG0017874	0	0
OG0017875	0	0
OG0017876	0	0
OG0017877	0	0
OG0017878	0	0
OG0017879	0	0
OG0017880	0	0
OG0017881	0	0
OG0017882	0	0
OG0017883	0	0
OG0017884	0	0
OG0017885	0	0
OG0017886	0	0
OG0017887	0	0
OG0017888	0	0
OG0017889	0	0
OG0017890	0	0
OG0017891	0	0
OG0017892	0	0
OG0017893	0	0
OG0017894	0	0
OG0017895	0	0
OG0017896	0	0
OG0017897	0	0
OG0017898	0	0
OG0017899	0	0
OG0017900	0	0
OG0017901	0	0
OG0017902	0	0
OG0017903	0	0
OG0017904	0	0
OG0017905	0	0
OG0017906	0	0
OG0017907	0	0
OG0017908	0	0
OG0017909	0	0
OG0017910	0	0
OG0017911	0	0
OG0017912	0	0
OG0017913	0	0
OG0017914	0	0
OG0017915	0	0
OG0017916	0	0
OG0017917	0	0
OG0017918	0	0
OG0017919	0	0
OG0017920	0	0
OG0017921	0	0
OG0017922	0	0
OG0017923	0	0
OG0017924	0	0
OG0017925	0	0
OG0017926	0	0
OG0017927	0	0
OG0017928	0	0
OG0017929	0	0
OG0017930	0	0
OG0017931	0	0
OG0017932	0	0
OG0017933	0	0
OG0017934	0	0
OG0017935	0	0
OG0017936	0	0
OG0017937	0	0
OG0017938	0	0
OG0017939	0	0
OG0017940	0	0
OG0017941	0	0
OG0017942	0	0
OG0017943	0	0
OG0017944	0	0
OG0017945	0	0
OG0017946	0	0
OG0017947	0	0
OG0017948	0	0
OG0017949	0	0
OG0017950	0	0
OG0017951	0	0
OG0017952	0	0
OG0017953	0	0
OG0017954	0	0
OG0017955	0	0
OG0017956	0	0
OG0017957	0	0
OG0017958	0	0
OG0017959	0	0
OG0017960	0	0
OG0017961	0	0
OG0017962	0	0
OG0017963	0	0
OG0017964	0	0
OG0017965	0	0
OG0017966	0	0
OG0017967	0	0
OG0017968	0	0
OG0017969	0	0
OG0017970	0	0
OG0017971	0	0
OG0017972	0	0
OG0017973	0	0
OG0017974	0	0
OG0017975	0	0
OG0017976	0	0
OG0017977	0	0
OG0017978	0	0
OG0017979	0	0
OG0017980	0	0
OG0017981	0	0
OG0017982	0	0
OG0017983	0	0
OG0017984	0	0
OG0017985	0	0
OG0017986	0	0
OG0017987	0	0
OG0017988	0	0
OG0017989	0	0
OG0017990	0	0
OG0017991	0	0
OG0017992	0	0
OG0017993	0	0
OG0017994	0	0
OG0017995	0	0
OG0017996	0	0
OG0017997	0	0
OG0017998	0	0
OG0017999	0	0
OG0018000	0	0
OG0018001	0	0
OG0018002	0	0
OG0018003	0	0
OG0018004	0	0
OG0018005	0	0
OG0018006	0	0
OG0018007	0	0
OG0018008	0	0
OG0018009	0	0
OG0018010	0	0
OG0018011	0	0
OG0018012	0	0
OG0018013	0	0
OG0018014	0	0
OG0018015	0	0
OG0018016	0	0
OG0018017	0	0
OG0018018	0	0
OG0018019	0	0
OG0018020	0	0
OG0018021	0	0
OG0018022	0	0
OG0018023	0	0
OG0018024	0	0
OG0018025	0	0
OG0018026	0	0
OG0018027	0	0
OG0018028	0	0
OG0018029	0	0
OG0018030	0	0
OG0018031	0	0
OG0018032	0	0
OG0018033	0	0
OG0018034	0	0
OG0018035	0	0
OG0018036	0	0
OG0018037	0	0
OG0018038	0	0
OG0018039	0	0
OG0018040	0	0
OG0018041	0	0
OG0018042	0	0
OG0018043	0	0
OG0018044	0	0
OG0018045	0	0
OG0018046	0	0
OG0018047	0	0
OG0018048	0	0
OG0018049	0	0
OG0018050	0	0
OG0018051	0	0
OG0018052	0	0
OG0018053	0	0
OG0018054	0	0
OG0018055	0	0
OG0018056	0	0
OG0018057	0	0
OG0018058	0	0
OG0018059	0	0
OG0018060	0	0
OG0018061	0	0
OG0018062	0	0
OG0018063	0	0
OG0018064	0	0
OG0018065	0	0
OG0018066	0	0
OG0018067	0	0
OG0018068	0	0
OG0018069	0	0
OG0018070	0	0
OG0018071	0	0
OG0018072	0	0
OG0018073	0	0
OG0018074	0	0
OG0018075	0	0
OG0018076	0	0
OG0018077	0	0
OG0018078	0	0
OG0018079	0	0
OG0018080	0	0
OG0018081	0	0
OG0018082	0	0
OG0018083	0	0
OG0018084	0	0
OG0018085	0	0
OG0018086	0	0
OG0018087	0	0
OG0018088	0	0
OG0018089	0	0
OG0018090	0	0
OG0018091	0	0
OG0018092	0	0
OG0018093	0	0
OG0018094	0	0
OG0018095	0	0
OG0018096	0	0
OG0018097	0	0
OG0018098	0	0
OG0018099	0	0
OG0018100	0	0
OG0018101	0	0
OG0018102	0	0
OG0018103	0	0
OG0018104	0	0
OG0018105	0	0
OG0018106	0	0
OG0018107	0	0
OG0018108	0	0
OG0018109	0	0
OG0018110	0	0
OG0018111	0	0
OG0018112	0	0
OG0018113	0	0
OG0018114	0	0
OG0018115	0	0
OG0018116	0	0
OG0018117	0	0
OG0018118	0	0
OG0018119	0	0
OG0018120	0	0
OG0018121	0	0
OG0018122	0	0
OG0018123	0	0
OG0018124	0	0
OG0018125	0	0
OG0018126	0	0
OG0018127	0	0
OG0018128	0	0
OG0018129	0	0
OG0018130	0	0
OG0018131	0	0
OG0018132	0	0
OG0018133	0	0
OG0018134	0	0
OG0018135	0	0
OG0018136	0	0
OG0018137	0	0
OG0018138	0	0
OG0018139	0	0
OG0018140	0	0
OG0018141	0	0
OG0018142	0	0
OG0018143	0	0
OG0018144	0	0
OG0018145	0	0
OG0018146	0	0
OG0018147	0	0
OG0018148	0	0
OG0018149	0	0
OG0018150	0	0
OG0018151	0	0
OG0018152	0	0
OG0018153	0	0
OG0018154	0	0
OG0018155	0	0
OG0018156	0	0
OG0018157	0	0
OG0018158	0	0
OG0018159	0	0
OG0018160	0	0
OG0018161	0	0
OG0018162	0	0
OG0018163	0	0
OG0018164	0	0
OG0018165	0	0
OG0018166	0	0
OG0018167	0	0
OG0018168	0	0
OG0018169	0	0
OG0018170	0	0
OG0018171	0	0
OG0018172	0	0
OG0018173	0	0
OG0018174	0	0
OG0018175	0	0
OG0018176	0	0
OG0018177	0	0
OG0018178	0	0
OG0018179	0	0
OG0018180	0	0
OG0018181	0	0
OG0018182	0	0
OG0018183	0	0
OG0018184	0	0
OG0018185	0	0
OG0018186	0	0
OG0018187	0	0
OG0018188	0	0
OG0018189	0	0
OG0018190	0	0
OG0018191	0	0
OG0018192	0	0
OG0018193	0	0
OG0018194	0	0
OG0018195	0	0
OG0018196	0	0
OG0018197	0	0
OG0018198	0	0
OG0018199	0	0
OG0018200	0	0
OG0018201	0	0
OG0018202	0	0
OG0018203	0	0
OG0018204	0	0
OG0018205	0	0
OG0018206	0	0
OG0018207	0	0
OG0018208	0	0
OG0018209	0	0
OG0018210	0	0
OG0018211	0	0
OG0018212	0	0
OG0018213	0	0
OG0018214	0	0
OG0018215	1	1
OG0018216	0	0
OG0018217	0	0
OG0018218	0	0
OG0018219	0	0
OG0018220	0	0
OG0018221	0	0
OG0018222	0	0
OG0018223	0	0
OG0018224	0	0
OG0018225	0	0
OG0018226	0	0
OG0018227	0	0
OG0018228	0	0
OG0018229	0	0
OG0018230	0	0
OG0018231	0	0
OG0018232	0	0
OG0018233	0	0
OG0018234	0	0
OG0018235	0	0
OG0018236	0	0
OG0018237	0	0
OG0018238	0	0
OG0018239	0	0
OG0018240	0	0
OG0018241	0	0
OG0018242	0	0
OG0018243	0	0
OG0018244	0	0
OG0018245	0	0
OG0018246	0	0
OG0018247	0	0
OG0018248	0	0
OG0018249	0	0
OG0018250	0	0
OG0018251	0	0
OG0018252	0	0
OG0018253	0	0
OG0018254	0	0
OG0018255	0	0
OG0018256	0	0
OG0018257	0	0
OG0018258	0	0
OG0018259	0	0
OG0018260	0	0
OG0018261	0	0
OG0018262	0	0
OG0018263	0	0
OG0018264	0	0
OG0018265	0	0
OG0018266	0	0
OG0018267	0	0
OG0018268	0	0
OG0018269	0	0
OG0018270	0	0
OG0018271	0	0
OG0018272	0	0
OG0018273	0	0
OG0018274	0	0
OG0018275	0	0
OG0018276	0	0
OG0018277	0	0
OG0018278	0	0
OG0018279	0	0
OG0018280	0	0
OG0018281	0	0
OG0018282	0	0
OG0018283	0	0
OG0018284	0	0
OG0018285	0	0
OG0018286	0	0
OG0018287	0	0
OG0018288	0	0
OG0018289	0	0
OG0018290	0	0
OG0018291	0	0
OG0018292	0	0
OG0018293	0	0
OG0018294	0	0
OG0018295	0	0
OG0018296	0	0
OG0018297	0	0
OG0018298	0	0
OG0018299	0	0
OG0018300	0	0
OG0018301	0	0
OG0018302	0	0
OG0018303	0	0
OG0018304	0	0
OG0018305	0	0
OG0018306	0	0
OG0018307	0	0
OG0018308	0	0
OG0018309	0	0
OG0018310	0	0
OG0018311	0	0
OG0018312	0	0
OG0018313	0	0
OG0018314	0	0
OG0018315	0	0
OG0018316	0	0
OG0018317	0	0
OG0018318	0	0
OG0018319	0	0
OG0018320	0	0
OG0018321	0	0
OG0018322	0	0
OG0018323	0	0
OG0018324	0	0
OG0018325	0	0
OG0018326	0	0
OG0018327	0	0
OG0018328	0	0
OG0018329	0	0
OG0018330	0	0
OG0018331	0	0
OG0018332	0	0
OG0018333	0	0
OG0018334	0	0
OG0018335	0	0
OG0018336	0	0
OG0018337	0	0
OG0018338	0	0
OG0018339	0	0
OG0018340	0	0
OG0018341	0	0
OG0018342	0	0
OG0018343	0	0
OG0018344	0	0
OG0018345	0	0
OG0018346	0	0
OG0018347	0	0
OG0018348	0	0
OG0018349	0	0
OG0018350	0	0
OG0018351	0	0
OG0018352	0	0
OG0018353	0	0
OG0018354	0	0
OG0018355	0	0
OG0018356	0	0
OG0018357	0	0
OG0018358	0	0
OG0018359	0	0
OG0018360	0	0
OG0018361	0	0
OG0018362	0	0
OG0018363	0	0
OG0018364	0	0
OG0018365	0	0
OG0018366	0	0
OG0018367	0	0
OG0018368	0	0
OG0018369	0	0
OG0018370	0	0
OG0018371	0	0
OG0018372	0	0
OG0018373	0	0
OG0018374	0	0
OG0018375	0	0
OG0018376	0	0
OG0018377	0	0
OG0018378	0	0
OG0018379	0	0
OG0018380	0	0
OG0018381	0	0
OG0018382	0	0
OG0018383	0	0
OG0018384	0	0
OG0018385	0	0
OG0018386	0	0
OG0018387	0	0
OG0018388	0	0
OG0018389	0	0
OG0018390	0	0
OG0018391	1	1
OG0018392	0	0
OG0018393	0	0
OG0018394	0	0
OG0018395	0	0
OG0018396	0	0
OG0018397	0	0
